,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
33,Outcome,¬ Age_Low,0.1138059701492537,0.3546511627906977,0.6487816493372489,1,,,
34,Glucose_Medium ⊗ BloodPressure_Medium,¬ Age_Low,0.1156716417910447,0.2966507177033493,0.9244464226104372,2,1,47,47
35,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1156716417910447,0.5740740740740741,0.949702789208962,2,,,
36,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1156716417910447,0.6888888888888889,1.0765144152899253,2,,,
37,Outcome,¬ Age_Low,0.1156716417910447,0.3604651162790698,0.9244464226104374,1,,,
38,Outcome,¬ Age_Low,0.1156716417910447,0.3604651162790698,0.9244464226104374,1,,,
39,Glucose_Medium ⊗ BMI_Medium,Outcome,0.1082089552238805,0.3295454545454545,1.026955602536998,2,0,0,40
40,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1082089552238805,0.4957264957264957,0.820090746016672,2,,,
41,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1082089552238805,0.6444444444444444,1.1437821927888152,2,,,
42,Outcome,Glucose_Medium,0.1082089552238805,0.3372093023255814,1.026955602536998,1,,,
43,Outcome,BMI_Medium,0.1082089552238805,0.3372093023255814,1.026955602536998,1,,,
44,BMI_Medium ⊗ BloodPressure_Medium,Outcome,0.1380597014925373,0.3718592964824121,1.1588173425265866,2,0,0,51
45,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1380597014925373,0.6851851851851852,1.2160902624478784,2,,,
46,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1380597014925373,0.6324786324786326,0.9883631108120904,2,,,
47,BloodPressure_Medium,¬ Age_Low,0.1380597014925373,0.2157434402332361,0.9883631108120904,1,1,93,93
48,BloodPressure_Medium,¬ Age_Low,0.1380597014925373,0.2157434402332361,0.9883631108120904,1,,,
49,BMI_Medium,Outcome,0.1380597014925373,0.2450331125827814,1.2160902624478784,1,0,0,72
50,BMI_Medium,BloodPressure_Medium,0.1380597014925373,0.2450331125827814,1.2160902624478784,1,,,
51,Outcome,BMI_Medium,0.1380597014925373,0.4302325581395349,1.1588173425265866,1,,,
52,Outcome,BloodPressure_Medium,0.1380597014925373,0.4302325581395349,1.1588173425265866,1,,,
53,DiabetesPedigreeFunction_Low ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.2681818181818182,0.8357293868921777,2,1,56,56
54,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.5462962962962963,0.8637605156779198,2,,,
55,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.1100746268656716,0.6629213483146067,1.0359354014478983,2,,,
56,Outcome,¬ Age_Low,0.1100746268656716,0.3430232558139535,0.8357293868921776,1,,,
57,Outcome,¬ Age_Low,0.1100746268656716,0.3430232558139535,0.8357293868921776,1,,,
58,BMI_Medium ⊗ SkinThickness_Medium,Outcome,0.1156716417910447,0.3734939759036144,1.163911459792659,2,0,0,45
59,Outcome ⊗ BMI_Medium,SkinThickness_Medium,0.1156716417910447,0.5299145299145299,1.1316103108931794,2,,,
60,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1156716417910447,0.7126436781609196,1.2648245413716983,2,,,
61,BMI_Medium,Outcome,0.1156716417910447,0.2052980132450331,1.2648245413716983,1,0,0,72
62,BMI_Medium,SkinThickness_Medium,0.1156716417910447,0.2052980132450331,1.2648245413716983,1,,,
63,SkinThickness_Medium,Outcome,0.1156716417910447,0.247011952191235,1.1316103108931794,1,0,0,63
64,SkinThickness_Medium,BMI_Medium,0.1156716417910447,0.247011952191235,1.1316103108931794,1,,,
65,Outcome,BMI_Medium,0.1156716417910447,0.3604651162790698,1.163911459792659,1,,,
66,Outcome,SkinThickness_Medium,0.1156716417910447,0.3604651162790698,1.163911459792659,1,,,
67,BMI_Medium ⊗ DiabetesPedigreeFunction_Low,¬ Age_Low,0.1119402985074626,0.310880829015544,0.9687914206530908,2,1,40,40
68,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.5128205128205129,0.8108312533091295,2,,,
69,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.1119402985074626,0.6741573033707865,1.196517598035568,2,,,
70,Outcome,¬ Age_Low,0.1119402985074626,0.3488372093023256,0.9687914206530908,1,,,
71,Outcome,¬ Age_Low,0.1119402985074626,0.3488372093023256,0.9687914206530908,1,,,
72,BMI_Medium ⊗ Age_Low,¬ Age_Low,0.1026119402985074,0.2956989247311828,0.9214803700925231,2,1,47,47
73,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1026119402985074,0.4700854700854701,0.7077691347354269,2,,,
74,Outcome ⊗ Age_Low,BMI_Medium,0.1026119402985074,0.6547619047619048,1.162093976663513,2,,,
75,Outcome,¬ Age_Low,0.1026119402985074,0.3197674418604651,0.9214803700925231,1,,,
76,Outcome,¬ Age_Low,0.1026119402985074,0.3197674418604651,0.9214803700925231,1,,,
