,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
36,Outcome,¬ Age_Low,0.1119402985074626,0.3550295857988166,0.6322121527846036,1,,,
37,Outcome,¬ Age_Low,0.1119402985074626,0.3550295857988166,0.6322121527846036,1,,,
38,Glucose_Medium ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.3072916666666667,0.9746055226824458,2,1,64,64
39,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.5267857142857143,0.8907165389815233,2,,,
40,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1100746268656716,0.6941176470588235,1.0846853026925054,2,,,
41,Outcome,¬ Age_Low,0.1100746268656716,0.3491124260355029,0.9746055226824458,1,,,
42,Outcome,¬ Age_Low,0.1100746268656716,0.3491124260355029,0.9746055226824458,1,,,
43,Glucose_Medium ⊗ BMI_Medium,Outcome,0.1119402985074626,0.3468208092485549,1.0999760577350617,2,0,0,43
44,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.5042016806722689,0.8525302865625746,2,,,
45,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1119402985074626,0.7058823529411764,1.2696407422029212,2,,,
46,BMI_Medium,Outcome,0.1119402985074626,0.2013422818791946,1.2696407422029214,1,0,0,76
47,BMI_Medium,Glucose_Medium,0.1119402985074626,0.2013422818791946,1.2696407422029214,1,,,
48,Outcome,Glucose_Medium,0.1119402985074626,0.3550295857988166,1.099976057735062,1,,,
49,Outcome,BMI_Medium,0.1119402985074626,0.3550295857988166,1.099976057735062,1,,,
50,BMI_Medium ⊗ BloodPressure_Medium,Outcome,0.1492537313432835,0.4081632653061224,1.2945296461779976,2,0,0,54
51,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1492537313432835,0.7142857142857143,1.2847555129434325,2,,,
52,Outcome ⊗ BMI_Medium,BloodPressure_Medium,0.1492537313432835,0.6722689075630252,1.05054266604601,2,,,
53,BloodPressure_Medium,Outcome,0.1492537313432835,0.2332361516034985,1.05054266604601,1,0,0,93
54,BloodPressure_Medium,BMI_Medium,0.1492537313432835,0.2332361516034985,1.05054266604601,1,,,
55,BMI_Medium,Outcome,0.1492537313432835,0.2684563758389262,1.2847555129434325,1,0,0,76
56,BMI_Medium,BloodPressure_Medium,0.1492537313432835,0.2684563758389262,1.2847555129434325,1,,,
57,Outcome,BMI_Medium,0.1492537313432835,0.4733727810650887,1.2945296461779978,1,,,
58,Outcome,BloodPressure_Medium,0.1492537313432835,0.4733727810650887,1.2945296461779978,1,,,
59,DiabetesPedigreeFunction_Low ⊗ BloodPressure_Medium,¬ Age_Low,0.1194029850746268,0.2909090909090909,0.9226465841850456,2,1,56,56
60,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1194029850746268,0.5714285714285714,0.9142857142857144,2,,,
61,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.1194029850746268,0.6808510638297872,1.0639538490168103,2,,,
62,Outcome,¬ Age_Low,0.1194029850746268,0.378698224852071,0.9226465841850456,1,,,
63,Outcome,¬ Age_Low,0.1194029850746268,0.378698224852071,0.9226465841850456,1,,,
64,Age_Low ⊗ BloodPressure_Medium,¬ Age_Low,0.1063432835820895,0.25,0.7928994082840237,2,1,65,65
65,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1063432835820895,0.5089285714285715,0.7598487863111819,2,,,
66,Outcome ⊗ Age_Low,BloodPressure_Medium,0.1063432835820895,0.7125,1.1134110787172011,2,,,
67,Outcome,¬ Age_Low,0.1063432835820895,0.3372781065088757,0.7928994082840236,1,,,
68,Outcome,¬ Age_Low,0.1063432835820895,0.3372781065088757,0.7928994082840236,1,,,
69,BMI_Medium ⊗ SkinThickness_Medium,Outcome,0.1231343283582089,0.3859649122807017,1.224125402263054,2,0,0,40
70,Outcome ⊗ BMI_Medium,SkinThickness_Medium,0.1231343283582089,0.5546218487394957,1.175009134088418,2,,,
71,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1231343283582089,0.7674418604651163,1.3803652255345715,2,,,
72,BMI_Medium,Outcome,0.1231343283582089,0.221476510067114,1.3803652255345715,1,0,0,76
73,BMI_Medium,SkinThickness_Medium,0.1231343283582089,0.221476510067114,1.3803652255345715,1,,,
74,SkinThickness_Medium,Outcome,0.1231343283582089,0.2608695652173913,1.175009134088418,1,0,0,61
75,SkinThickness_Medium,BMI_Medium,0.1231343283582089,0.2608695652173913,1.175009134088418,1,,,
76,Outcome,BMI_Medium,0.1231343283582089,0.3905325443786982,1.224125402263054,1,,,
77,Outcome,SkinThickness_Medium,0.1231343283582089,0.3905325443786982,1.224125402263054,1,,,
78,BMI_Medium ⊗ DiabetesPedigreeFunction_Low,Outcome,0.1194029850746268,0.3404255319148936,1.0796928112803728,2,0,0,45
79,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1194029850746268,0.5378151260504201,0.8605042016806722,2,,,
80,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.1194029850746268,0.6808510638297872,1.2246180208482078,2,,,
81,BMI_Medium,Outcome,0.1194029850746268,0.2147651006711409,1.2246180208482078,1,0,0,76
82,BMI_Medium,DiabetesPedigreeFunction_Low,0.1194029850746268,0.2147651006711409,1.2246180208482078,1,,,
83,Outcome,BMI_Medium,0.1194029850746268,0.378698224852071,1.0796928112803723,1,,,
84,Outcome,DiabetesPedigreeFunction_Low,0.1194029850746268,0.378698224852071,1.0796928112803723,1,,,
85,BMI_Medium ⊗ Age_Low,¬ Age_Low,0.1026119402985074,0.3038674033149171,0.9637451371408022,2,1,52,52
86,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1026119402985074,0.4621848739495798,0.6900587533063365,2,,,
87,Outcome ⊗ Age_Low,BMI_Medium,0.1026119402985074,0.6875000000000001,1.236577181208054,2,,,
88,Outcome,¬ Age_Low,0.1026119402985074,0.3254437869822485,0.9637451371408022,1,,,
89,Outcome,¬ Age_Low,0.1026119402985074,0.3254437869822485,0.9637451371408022,1,,,
