,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
36,Pregnancies_Low,¬ Age_Low,0.1175373134328358,0.1805157593123209,0.8130793864823866,1,1,81,81
37,Pregnancies_Low,¬ Age_Low,0.1175373134328358,0.1805157593123209,0.8130793864823866,1,,,
38,Outcome,Pregnancies_Low,0.1175373134328358,0.3727810650887574,1.0800575723652646,1,,,
39,Outcome,BMI_Medium,0.1175373134328358,0.3727810650887574,1.0800575723652646,1,,,
40,Pregnancies_Low ⊗ Age_Low,¬ Age_Low,0.1119402985074626,0.1993355481727574,0.6322121527846036,2,1,74,74
41,Pregnancies_Low ⊗ Outcome,Age_Low,0.1119402985074626,0.7142857142857143,1.0664544369279745,2,,,
42,Outcome ⊗ Age_Low,Pregnancies_Low,0.1119402985074626,0.7500000000000001,1.1518624641833812,2,,,
43,Pregnancies_Low,Outcome,0.1119402985074626,0.1719197707736389,1.1518624641833812,1,0,0,81
44,Pregnancies_Low,Age_Low,0.1119402985074626,0.1719197707736389,1.1518624641833812,1,,,
45,Age_Low,Pregnancies_Low,0.1119402985074626,0.1671309192200557,1.0664544369279745,1,,,
46,Age_Low,Outcome,0.1119402985074626,0.1671309192200557,1.0664544369279745,1,0,0,94
47,Outcome,¬ Age_Low,0.1119402985074626,0.3550295857988166,0.6322121527846036,1,,,
48,Outcome,¬ Age_Low,0.1119402985074626,0.3550295857988166,0.6322121527846036,1,,,
49,Glucose_Medium ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.3072916666666667,0.9746055226824458,2,1,64,64
50,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.5267857142857143,0.8907165389815233,2,,,
51,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1100746268656716,0.6941176470588235,1.0846853026925054,2,,,
52,BloodPressure_Medium,Outcome,0.1100746268656716,0.1720116618075801,1.0846853026925054,1,0,0,93
53,BloodPressure_Medium,Glucose_Medium,0.1100746268656716,0.1720116618075801,1.0846853026925054,1,,,
54,Glucose_Medium,¬ Age_Low,0.1100746268656716,0.1861198738170347,0.8907165389815233,1,1,83,83
55,Glucose_Medium,¬ Age_Low,0.1100746268656716,0.1861198738170347,0.8907165389815233,1,,,
56,Outcome,¬ Age_Low,0.1100746268656716,0.3491124260355029,0.9746055226824458,1,,,
57,Outcome,¬ Age_Low,0.1100746268656716,0.3491124260355029,0.9746055226824458,1,,,
58,Glucose_Medium ⊗ BMI_Medium,Outcome,0.1119402985074626,0.3468208092485549,1.0999760577350617,2,0,0,43
59,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.5042016806722689,0.8525302865625746,2,,,
60,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1119402985074626,0.7058823529411764,1.2696407422029212,2,,,
61,BMI_Medium,Outcome,0.1119402985074626,0.2013422818791946,1.2696407422029214,1,0,0,76
62,BMI_Medium,Glucose_Medium,0.1119402985074626,0.2013422818791946,1.2696407422029214,1,,,
63,Glucose_Medium,¬ Age_Low,0.1119402985074626,0.1892744479495268,0.8525302865625746,1,1,83,83
64,Glucose_Medium,¬ Age_Low,0.1119402985074626,0.1892744479495268,0.8525302865625746,1,,,
65,Outcome,Glucose_Medium,0.1119402985074626,0.3550295857988166,1.099976057735062,1,,,
66,Outcome,BMI_Medium,0.1119402985074626,0.3550295857988166,1.099976057735062,1,,,
67,BMI_Medium ⊗ BloodPressure_Medium,Outcome,0.1492537313432835,0.4081632653061224,1.2945296461779976,2,0,0,54
68,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1492537313432835,0.7142857142857143,1.2847555129434325,2,,,
69,Outcome ⊗ BMI_Medium,BloodPressure_Medium,0.1492537313432835,0.6722689075630252,1.05054266604601,2,,,
70,BloodPressure_Medium,Outcome,0.1492537313432835,0.2332361516034985,1.05054266604601,1,0,0,93
71,BloodPressure_Medium,BMI_Medium,0.1492537313432835,0.2332361516034985,1.05054266604601,1,,,
72,BMI_Medium,Outcome,0.1492537313432835,0.2684563758389262,1.2847555129434325,1,0,0,76
73,BMI_Medium,BloodPressure_Medium,0.1492537313432835,0.2684563758389262,1.2847555129434325,1,,,
74,Outcome,BMI_Medium,0.1492537313432835,0.4733727810650887,1.2945296461779978,1,,,
75,Outcome,BloodPressure_Medium,0.1492537313432835,0.4733727810650887,1.2945296461779978,1,,,
76,DiabetesPedigreeFunction_Low ⊗ BloodPressure_Medium,¬ Age_Low,0.1194029850746268,0.2909090909090909,0.9226465841850456,2,1,56,56
77,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1194029850746268,0.5714285714285714,0.9142857142857144,2,,,
78,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.1194029850746268,0.6808510638297872,1.0639538490168103,2,,,
79,BloodPressure_Medium,Outcome,0.1194029850746268,0.1865889212827988,1.0639538490168103,1,0,0,93
80,BloodPressure_Medium,DiabetesPedigreeFunction_Low,0.1194029850746268,0.1865889212827988,1.0639538490168103,1,,,
81,DiabetesPedigreeFunction_Low,¬ Age_Low,0.1194029850746268,0.191044776119403,0.9142857142857144,1,1,79,79
82,DiabetesPedigreeFunction_Low,¬ Age_Low,0.1194029850746268,0.191044776119403,0.9142857142857144,1,,,
83,Outcome,¬ Age_Low,0.1194029850746268,0.378698224852071,0.9226465841850456,1,,,
84,Outcome,¬ Age_Low,0.1194029850746268,0.378698224852071,0.9226465841850456,1,,,
85,Age_Low ⊗ BloodPressure_Medium,¬ Age_Low,0.1063432835820895,0.25,0.7928994082840237,2,1,65,65
86,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1063432835820895,0.5089285714285715,0.7598487863111819,2,,,
87,Outcome ⊗ Age_Low,BloodPressure_Medium,0.1063432835820895,0.7125,1.1134110787172011,2,,,
88,BloodPressure_Medium,Outcome,0.1063432835820895,0.1661807580174927,1.1134110787172014,1,0,0,93
89,BloodPressure_Medium,Age_Low,0.1063432835820895,0.1661807580174927,1.1134110787172014,1,,,
90,Age_Low,¬ Age_Low,0.1063432835820895,0.1587743732590529,0.7598487863111818,1,1,94,94
91,Age_Low,¬ Age_Low,0.1063432835820895,0.1587743732590529,0.7598487863111818,1,,,
92,Outcome,¬ Age_Low,0.1063432835820895,0.3372781065088757,0.7928994082840236,1,,,
93,Outcome,¬ Age_Low,0.1063432835820895,0.3372781065088757,0.7928994082840236,1,,,
94,BMI_Medium ⊗ SkinThickness_Medium,Outcome,0.1231343283582089,0.3859649122807017,1.224125402263054,2,0,0,40
95,Outcome ⊗ BMI_Medium,SkinThickness_Medium,0.1231343283582089,0.5546218487394957,1.175009134088418,2,,,
96,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1231343283582089,0.7674418604651163,1.3803652255345715,2,,,
97,BMI_Medium,Outcome,0.1231343283582089,0.221476510067114,1.3803652255345715,1,0,0,76
98,BMI_Medium,SkinThickness_Medium,0.1231343283582089,0.221476510067114,1.3803652255345715,1,,,
99,SkinThickness_Medium,Outcome,0.1231343283582089,0.2608695652173913,1.175009134088418,1,0,0,61
100,SkinThickness_Medium,BMI_Medium,0.1231343283582089,0.2608695652173913,1.175009134088418,1,,,
101,Outcome,BMI_Medium,0.1231343283582089,0.3905325443786982,1.224125402263054,1,,,
102,Outcome,SkinThickness_Medium,0.1231343283582089,0.3905325443786982,1.224125402263054,1,,,
103,BMI_Medium ⊗ DiabetesPedigreeFunction_Low,Outcome,0.1194029850746268,0.3404255319148936,1.0796928112803728,2,0,0,45
104,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1194029850746268,0.5378151260504201,0.8605042016806722,2,,,
105,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.1194029850746268,0.6808510638297872,1.2246180208482078,2,,,
106,BMI_Medium,Outcome,0.1194029850746268,0.2147651006711409,1.2246180208482078,1,0,0,76
107,BMI_Medium,DiabetesPedigreeFunction_Low,0.1194029850746268,0.2147651006711409,1.2246180208482078,1,,,
108,DiabetesPedigreeFunction_Low,¬ Age_Low,0.1194029850746268,0.191044776119403,0.8605042016806723,1,1,79,79
109,DiabetesPedigreeFunction_Low,¬ Age_Low,0.1194029850746268,0.191044776119403,0.8605042016806723,1,,,
110,Outcome,BMI_Medium,0.1194029850746268,0.378698224852071,1.0796928112803723,1,,,
111,Outcome,DiabetesPedigreeFunction_Low,0.1194029850746268,0.378698224852071,1.0796928112803723,1,,,
112,BMI_Medium ⊗ Age_Low,¬ Age_Low,0.1026119402985074,0.3038674033149171,0.9637451371408022,2,1,52,52
113,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1026119402985074,0.4621848739495798,0.6900587533063365,2,,,
114,Outcome ⊗ Age_Low,BMI_Medium,0.1026119402985074,0.6875000000000001,1.236577181208054,2,,,
115,BMI_Medium,Outcome,0.1026119402985074,0.1845637583892617,1.236577181208054,1,0,0,76
116,BMI_Medium,Age_Low,0.1026119402985074,0.1845637583892617,1.236577181208054,1,,,
117,Age_Low,¬ Age_Low,0.1026119402985074,0.1532033426183844,0.6900587533063364,1,1,94,94
118,Age_Low,¬ Age_Low,0.1026119402985074,0.1532033426183844,0.6900587533063364,1,,,
119,Outcome,¬ Age_Low,0.1026119402985074,0.3254437869822485,0.9637451371408022,1,,,
120,Outcome,¬ Age_Low,0.1026119402985074,0.3254437869822485,0.9637451371408022,1,,,
