,rule,support,confidence,lift
546,Glucose_Medium Age_Low BMI_Low → SkinThickness_Low,0.1231343283582089,0.7333333333333333,1.686981402002861
548,Glucose_Medium BMI_Low → SkinThickness_Low,0.1231343283582089,0.5689655172413793,1.9424555238304415
548,Glucose_Medium BMI_Low → Age_Low,0.1231343283582089,0.5689655172413793,1.9424555238304415
549,Age_Low BMI_Low → SkinThickness_Low,0.1231343283582089,0.5238095238095237,1.8593503626616208
549,Age_Low BMI_Low → Glucose_Medium,0.1231343283582089,0.5238095238095237,1.8593503626616208
588,SkinThickness_Low DiabetesPedigreeFunction_Low Age_Low → BMI_Low,0.1156716417910447,0.6138613861386139,1.94692131935087
591,DiabetesPedigreeFunction_Low Age_Low BMI_Low → SkinThickness_Low,0.1156716417910447,0.7209302325581396,1.658448947000699
593,DiabetesPedigreeFunction_Low BMI_Low → SkinThickness_Low,0.1156716417910447,0.543859649122807,1.85674377025366
593,DiabetesPedigreeFunction_Low BMI_Low → Age_Low,0.1156716417910447,0.543859649122807,1.85674377025366
637,Glucose_Medium Age_Low BMI_Low Pregnancies_Low → SkinThickness_Low,0.1007462686567164,0.7397260273972602,1.7016873419954142
638,SkinThickness_Low Glucose_Medium Age_Low Pregnancies_Low → BMI_Low,0.1007462686567164,0.6,1.9029585798816568
642,Glucose_Medium Age_Low BMI_Low → SkinThickness_Low,0.1007462686567164,0.6,2.088311688311688
642,Glucose_Medium Age_Low BMI_Low → Pregnancies_Low,0.1007462686567164,0.6,2.088311688311688
643,SkinThickness_Low Glucose_Medium Age_Low → Pregnancies_Low,0.1007462686567164,0.5094339622641509,2.353936239427456
643,SkinThickness_Low Glucose_Medium Age_Low → BMI_Low,0.1007462686567164,0.5094339622641509,2.353936239427456
644,Pregnancies_Low Age_Low BMI_Low → SkinThickness_Low,0.1007462686567164,0.5142857142857142,1.8255439924314092
644,Pregnancies_Low Age_Low BMI_Low → Glucose_Medium,0.1007462686567164,0.5142857142857142,1.8255439924314092
646,Glucose_Medium Pregnancies_Low BMI_Low → SkinThickness_Low,0.1007462686567164,0.6585365853658537,2.248252291440112
646,Glucose_Medium Pregnancies_Low BMI_Low → Age_Low,0.1007462686567164,0.6585365853658537,2.248252291440112
647,SkinThickness_Low Glucose_Medium Pregnancies_Low → Age_Low,0.1007462686567164,0.5142857142857142,2.187755102040816
647,SkinThickness_Low Glucose_Medium Pregnancies_Low → BMI_Low,0.1007462686567164,0.5142857142857142,2.187755102040816
665,Glucose_Medium Age_Low SkinThickness_Medium → BMI_Medium,0.1044776119402985,0.5599999999999999,1.6137634408602148
665,Glucose_Medium Age_Low SkinThickness_Medium → Pregnancies_Low,0.1044776119402985,0.5599999999999999,1.6137634408602148
666,Glucose_Medium Pregnancies_Low SkinThickness_Medium → BMI_Medium,0.1044776119402985,0.6021505376344086,1.7076861808044606
666,Glucose_Medium Pregnancies_Low SkinThickness_Medium → Age_Low,0.1044776119402985,0.6021505376344086,1.7076861808044606
680,BloodPressure_Medium Age_Low SkinThickness_Medium → BMI_Medium,0.126865671641791,0.576271186440678,1.660652451248405
680,BloodPressure_Medium Age_Low SkinThickness_Medium → Pregnancies_Low,0.126865671641791,0.576271186440678,1.660652451248405
683,BloodPressure_Medium Pregnancies_Low SkinThickness_Medium → BMI_Medium,0.126865671641791,0.6181818181818182,1.7531505531505531
683,BloodPressure_Medium Pregnancies_Low SkinThickness_Medium → Age_Low,0.126865671641791,0.6181818181818182,1.7531505531505531
685,BloodPressure_Medium BMI_Medium Age_Low → Pregnancies_Low,0.126865671641791,0.5271317829457365,1.712379610054029
685,BloodPressure_Medium BMI_Medium Age_Low → SkinThickness_Medium,0.126865671641791,0.5271317829457365,1.712379610054029
686,BloodPressure_Medium BMI_Medium Pregnancies_Low → Age_Low,0.126865671641791,0.544,1.7152
686,BloodPressure_Medium BMI_Medium Pregnancies_Low → SkinThickness_Medium,0.126865671641791,0.544,1.7152
713,DiabetesPedigreeFunction_Low Age_Low SkinThickness_Medium → BMI_Medium,0.1063432835820895,0.5816326530612245,1.6761026991441736
713,DiabetesPedigreeFunction_Low Age_Low SkinThickness_Medium → Pregnancies_Low,0.1063432835820895,0.5816326530612245,1.6761026991441736
716,Pregnancies_Low DiabetesPedigreeFunction_Low SkinThickness_Medium → BMI_Medium,0.1063432835820895,0.5643564356435644,1.6005029074336008
716,Pregnancies_Low DiabetesPedigreeFunction_Low SkinThickness_Medium → Age_Low,0.1063432835820895,0.5643564356435644,1.6005029074336008
717,DiabetesPedigreeFunction_Low BMI_Medium Age_Low → Pregnancies_Low,0.1063432835820895,0.5229357798165137,1.6987489574645538
717,DiabetesPedigreeFunction_Low BMI_Medium Age_Low → SkinThickness_Medium,0.1063432835820895,0.5229357798165137,1.6987489574645538
